음식이름,영양성분,함유량
고구마샌드위치,비타민 E,6.46mg
고구마샌드위치,식이섬유,13.58g
고구마샌드위치,아연,3.11mg
고구마샌드위치,엽산,196.00㎍
고구마샌드위치,인,414.29mg
고구마샌드위치,지질,21.01g
고구마샌드위치,철분,3.46mg
고구마샌드위치,칼륨,"1,438.23mg"
고구마샌드위치,칼슘,180.65mg
고구마샌드위치,콜레스테롤,64.88mg
닭죽,베타카로틴,271.85㎍
닭죽,니아신,100.31mg
닭죽,나트륨,"5,244.75mg"
닭죽,단백질,272.46g
닭죽,당질,332.87g
닭죽,레티놀,715.00㎍
닭죽,비타민 A,760.35㎍RE
닭죽,비타민 B,64.52mg
닭죽,비타민 C,35.15mg
닭죽,비타민 E,8.27mg
닭죽,식이섬유,4.49g
닭죽,아연,33.17mg
닭죽,엽산,99.08㎍
닭죽,인,"2,853.05mg"
닭죽,지질,145.95g
닭죽,철분,22.41mg
닭죽,칼륨,"3,349.42mg"
닭죽,칼슘,192.14mg
닭죽,콜레스테롤,975.00mg
참치샌드위치,베타카로틴,55.34㎍
참치샌드위치,니아신,13.24mg
참치샌드위치,나트륨,"2,527.35mg"
참치샌드위치,단백질,28.98g
참치샌드위치,당질,50.97g
참치샌드위치,레티놀,39.70㎍
참치샌드위치,비타민 A,56.89㎍RE
참치샌드위치,비타민 B,60.76mg
참치샌드위치,비타민 C,7.60mg
참치샌드위치,비타민 E,14.96mg
참치샌드위치,식이섬유,4.56g
참치샌드위치,아연,1.42mg
참치샌드위치,엽산,42.75㎍
참치샌드위치,인,263.79mg
참치샌드위치,지질,70.26g
참치샌드위치,철분,10.64mg
참치샌드위치,칼륨,509.73mg
참치샌드위치,칼슘,126.99mg
참치샌드위치,콜레스테롤,152.10mg
막장,베타카로틴,0.00㎍
막장,니아신,0.36mg
막장,나트륨,"1,124.40mg"
막장,단백질,4.08g
막장,당질,2.43g
막장,레티놀,0.00㎍
막장,비타민 A,0.00㎍RE
막장,비타민 B,60.07mg
막장,비타민 C,0.00mg
막장,비타민 E,0.32mg
막장,식이섬유,1.26g
막장,아연,0.17mg
막장,엽산,9.90㎍
막장,인,62.40mg
막장,지질,2.46g
막장,철분,0.75mg
막장,칼륨,194.10mg
막장,칼슘,25.20mg
막장,콜레스테롤,0.00mg
수제비,베타카로틴,468.00㎍
수제비,니아신,9.32mg
수제비,나트륨,"2,145.80mg"
수제비,단백질,76.49g
수제비,당질,251.97g
수제비,레티놀,30.00㎍
수제비,비타민 A,106.80㎍RE
수제비,비타민 B,60.44mg
수제비,비타민 C,45.20mg
수제비,비타민 E,7.47mg
수제비,식이섬유,10.62g
수제비,아연,6.71mg
수제비,엽산,156.60㎍
수제비,인,843.70mg
수제비,지질,7.94g
수제비,철분,24.53mg
수제비,칼륨,"1,132.40mg"
수제비,칼슘,340.90mg
수제비,콜레스테롤,198.00mg
파래무침,베타카로틴,"1,901.10㎍"
파래무침,니아신,3.40mg
파래무침,나트륨,"1,396.70mg"
파래무침,단백질,8.70g
파래무침,당질,9.20g
파래무침,레티놀,0.00㎍
파래무침,비타민 A,316.80㎍RE
파래무침,비타민 B,60.30mg
파래무침,비타민 C,36.20mg
파래무침,비타민 E,2.22mg
파래무침,식이섬유,8.70g
파래무침,아연,5.50mg
파래무침,엽산,300.00㎍
파래무침,인,127.70mg
파래무침,지질,2.80g
파래무침,철분,24.50mg
파래무침,칼륨,359.20mg
파래무침,칼슘,219.40mg
파래무침,콜레스테롤,0.00mg
메로구이,베타카로틴,321.80㎍
메로구이,니아신,18.80mg
메로구이,나트륨,"6,141.56mg"
메로구이,단백질,65.43g
메로구이,당질,36.05g
메로구이,레티놀,492.50㎍
메로구이,비타민 A,"1,958.10㎍RE"
메로구이,비타민 B,61.63mg
메로구이,비타민 C,24.05mg
메로구이,비타민 E,20.05mg
메로구이,식이섬유,6.30g
메로구이,아연,3.43mg
메로구이,엽산,60.28㎍
메로구이,인,974.98mg
메로구이,지질,190.68g
메로구이,철분,9.85mg
메로구이,칼륨,"2,014.39mg"
메로구이,칼슘,478.18mg
메로구이,콜레스테롤,683.00mg
계란말이김밥,베타카로틴,"6,348.58㎍"
계란말이김밥,니아신,6.48mg
계란말이김밥,나트륨,877.06mg
계란말이김밥,단백질,48.56g
계란말이김밥,당질,275.53g
계란말이김밥,레티놀,230.25㎍
계란말이김밥,비타민 A,"1,288.75㎍RE"
계란말이김밥,비타민 B,60.90mg
계란말이김밥,비타민 C,66.07mg
계란말이김밥,비타민 E,12.49mg
계란말이김밥,식이섬유,8.32g
계란말이김밥,아연,7.48mg
계란말이김밥,엽산,200.18㎍
계란말이김밥,인,569.86mg
계란말이김밥,지질,29.78g
계란말이김밥,철분,10.78mg
계란말이김밥,칼륨,"1,312.02mg"
계란말이김밥,칼슘,187.85mg
계란말이김밥,콜레스테롤,720.45mg
콘샐러드,베타카로틴,527.20㎍
콘샐러드,니아신,2.82mg
콘샐러드,나트륨,569.92mg
콘샐러드,단백질,5.87g
콘샐러드,당질,57.38g
콘샐러드,레티놀,0.00㎍
콘샐러드,비타민 A,87.80㎍RE
콘샐러드,비타민 B,60.44mg
콘샐러드,비타민 C,54.65mg
콘샐러드,비타민 E,4.58mg
콘샐러드,식이섬유,5.30g
콘샐러드,아연,1.03mg
콘샐러드,엽산,94.74㎍
콘샐러드,인,161.16mg
콘샐러드,지질,25.40g
콘샐러드,철분,1.37mg
콘샐러드,칼륨,525.26mg
콘샐러드,칼슘,23.21mg
콘샐러드,콜레스테롤,1.00mg
삼계탕,베타카로틴,24.90㎍
삼계탕,니아신,76.36mg
삼계탕,나트륨,"2,486.00mg"
삼계탕,단백질,207.00g
삼계탕,당질,215.90g
삼계탕,레티놀,550.00㎍
삼계탕,비타민 A,554.60㎍RE
삼계탕,비타민 B,63.75mg
삼계탕,비타민 C,35.60mg
삼계탕,비타민 E,4.78mg
삼계탕,식이섬유,9.96g
삼계탕,아연,24.70mg
삼계탕,엽산,92.17㎍
삼계탕,인,"2,149.00mg"
삼계탕,지질,105.80g
삼계탕,철분,18.53mg
삼계탕,칼륨,"3,086.00mg"
삼계탕,칼슘,178.50mg
삼계탕,콜레스테롤,752.00mg
쇠고기죽,베타카로틴,"2,077.25㎍"
쇠고기죽,니아신,3.94mg
쇠고기죽,나트륨,42.64mg
쇠고기죽,단백질,16.65g
쇠고기죽,당질,79.63g
쇠고기죽,레티놀,3.50㎍
쇠고기죽,비타민 A,349.77㎍RE
쇠고기죽,비타민 B,60.32mg
쇠고기죽,비타민 C,3.93mg
쇠고기죽,비타민 E,3.63mg
쇠고기죽,식이섬유,2.52g
쇠고기죽,아연,2.57mg
쇠고기죽,엽산,50.68㎍
쇠고기죽,인,150.44mg
쇠고기죽,지질,13.57g
쇠고기죽,철분,2.96mg
쇠고기죽,칼륨,371.96mg
쇠고기죽,칼슘,44.39mg
쇠고기죽,콜레스테롤,24.50mg
부대찌개,베타카로틴,"9,009.21㎍"
부대찌개,니아신,40.30mg
부대찌개,나트륨,"10,850.68mg"
부대찌개,단백질,150.31g
부대찌개,당질,223.45g
부대찌개,레티놀,43.80㎍
부대찌개,비타민 A,"1,752.23㎍RE"
부대찌개,비타민 B,63.54mg
부대찌개,비타민 C,115.97mg
부대찌개,비타민 E,10.13mg
부대찌개,식이섬유,42.63g
부대찌개,아연,26.06mg
부대찌개,엽산,529.99㎍
부대찌개,인,"2,127.25mg"
부대찌개,지질,70.40g
부대찌개,철분,25.85mg
부대찌개,칼륨,"6,574.38mg"
부대찌개,칼슘,"1,166.79mg"
부대찌개,콜레스테롤,517.60mg
매생이국,베타카로틴,11.90㎍
매생이국,니아신,6.43mg
매생이국,나트륨,"4,156.36mg"
매생이국,단백질,23.31g
매생이국,당질,31.19g
매생이국,레티놀,54.00㎍
매생이국,비타민 A,913.90㎍RE
매생이국,비타민 B,60.39mg
매생이국,비타민 C,46.54mg
매생이국,비타민 E,3.33mg
매생이국,식이섬유,2.01g
매생이국,아연,93.23mg
매생이국,엽산,563.06㎍
매생이국,인,370.20mg
매생이국,지질,2.55g
매생이국,철분,23.11mg
매생이국,칼륨,"2,501.08mg"
매생이국,칼슘,340.20mg
매생이국,콜레스테롤,50.00mg
김치찌개,베타카로틴,"3,050.34㎍"
김치찌개,니아신,13.77mg
김치찌개,나트륨,"6,007.52mg"
김치찌개,단백질,33.83g
김치찌개,당질,34.45g
김치찌개,레티놀,0.00㎍
김치찌개,비타민 A,506.74㎍RE
김치찌개,비타민 B,61.50mg
김치찌개,비타민 C,86.90mg
김치찌개,비타민 E,9.63mg
김치찌개,식이섬유,23.26g
김치찌개,아연,2.32mg
김치찌개,엽산,267.86㎍
김치찌개,인,534.46mg
김치찌개,지질,32.56g
김치찌개,철분,13.65mg
김치찌개,칼륨,"2,045.96mg"
김치찌개,칼슘,473.17mg
김치찌개,콜레스테롤,38.90mg
마늘치킨,베타카로틴,17.37㎍
마늘치킨,니아신,22.26mg
마늘치킨,나트륨,"2,038.84mg"
마늘치킨,단백질,65.74g
마늘치킨,당질,62.20g
마늘치킨,레티놀,226.20㎍
마늘치킨,비타민 A,229.16㎍RE
마늘치킨,비타민 B,61.50mg
마늘치킨,비타민 C,12.51mg
마늘치킨,비타민 E,9.83mg
마늘치킨,식이섬유,3.71g
마늘치킨,아연,7.45mg
마늘치킨,엽산,36.14㎍
마늘치킨,인,656.15mg
마늘치킨,지질,44.73g
마늘치킨,철분,4.92mg
마늘치킨,칼륨,847.17mg
마늘치킨,칼슘,73.83mg
마늘치킨,콜레스테롤,415.00mg
깐풍새우,베타카로틴,679.79㎍
깐풍새우,니아신,0.47mg
깐풍새우,나트륨,18.35mg
깐풍새우,단백질,2.62g
깐풍새우,당질,55.55g
깐풍새우,레티놀,15.30㎍
깐풍새우,비타민 A,131.49㎍RE
깐풍새우,비타민 B,60.10mg
깐풍새우,비타민 C,19.49mg
깐풍새우,비타민 E,8.59mg
깐풍새우,식이섬유,1.66g
깐풍새우,아연,0.21mg
깐풍새우,엽산,6.61㎍
깐풍새우,인,66.10mg
깐풍새우,지질,11.27g
깐풍새우,철분,1.85mg
깐풍새우,칼륨,124.90mg
깐풍새우,칼슘,39.20mg
깐풍새우,콜레스테롤,47.50mg
깻잎전,베타카로틴,983.11㎍
깻잎전,니아신,1.13mg
깻잎전,나트륨,109.80mg
깻잎전,단백질,14.70g
깻잎전,당질,20.65g
깻잎전,레티놀,38.25㎍
깻잎전,비타민 A,202.11㎍RE
깻잎전,비타민 B,60.18mg
깻잎전,비타민 C,7.39mg
깻잎전,비타민 E,13.48mg
깻잎전,식이섬유,4.42g
깻잎전,아연,1.31mg
깻잎전,엽산,31.59㎍
깻잎전,인,170.63mg
깻잎전,지질,25.61g
깻잎전,철분,3.65mg
깻잎전,칼륨,140.77mg
깻잎전,칼슘,200.27mg
깻잎전,콜레스테롤,118.75mg
동태전,베타카로틴,11.04㎍
동태전,니아신,2.52mg
동태전,나트륨,"1,256.60mg"
동태전,단백질,42.16g
동태전,당질,17.68g
동태전,레티놀,109.80㎍
동태전,비타민 A,111.68㎍RE
동태전,비타민 B,60.27mg
동태전,비타민 C,0.72mg
동태전,비타민 E,23.35mg
동태전,식이섬유,1.03g
동태전,아연,1.33mg
동태전,엽산,15.44㎍
동태전,인,533.52mg
동태전,지질,27.90g
동태전,철분,1.72mg
동태전,칼륨,626.36mg
동태전,칼슘,130.32mg
동태전,콜레스테롤,471.00mg
땅콩강정,베타카로틴,0.00㎍
땅콩강정,니아신,21.01mg
땅콩강정,나트륨,71.93mg
땅콩강정,단백질,28.54g
땅콩강정,당질,79.34g
땅콩강정,레티놀,0.00㎍
땅콩강정,비타민 A,0.00㎍RE
땅콩강정,비타민 B,60.85mg
땅콩강정,비타민 C,0.00mg
땅콩강정,비타민 E,16.85mg
땅콩강정,식이섬유,7.92g
땅콩강정,아연,3.65mg
땅콩강정,엽산,159.87㎍
땅콩강정,인,456.98mg
땅콩강정,지질,58.18g
땅콩강정,철분,1.93mg
땅콩강정,칼륨,750.91mg
땅콩강정,칼슘,62.88mg
땅콩강정,콜레스테롤,0.00mg
수육,베타카로틴,275.66㎍
수육,니아신,46.25mg
수육,나트륨,"3,474.56mg"
수육,단백질,189.95g
수육,당질,60.59g
수육,레티놀,60.00㎍
수육,비타민 A,106.14㎍RE
수육,비타민 B,62.01mg
수육,비타민 C,47.80mg
수육,비타민 E,4.54mg
수육,식이섬유,18.36g
수육,아연,16.82mg
수육,엽산,64.67㎍
수육,인,"1,641.79mg"
수육,지질,289.69g
수육,철분,14.28mg
수육,칼륨,"3,225.64mg"
수육,칼슘,287.14mg
수육,콜레스테롤,551.50mg
김치만두,베타카로틴,"1,285.00㎍"
김치만두,니아신,13.40mg
김치만두,나트륨,"5,172.00mg"
김치만두,단백질,60.65g
김치만두,당질,243.05g
김치만두,레티놀,30.00㎍
김치만두,비타민 A,242.00㎍RE
김치만두,비타민 B,61.45mg
김치만두,비타민 C,68.50mg
김치만두,비타민 E,8.03mg
김치만두,식이섬유,19.60g
김치만두,아연,16.11mg
김치만두,엽산,293.40㎍
김치만두,인,"1,201.50mg"
김치만두,지질,22.80g
김치만두,철분,16.75mg
김치만두,칼륨,"2,489.50mg"
김치만두,칼슘,349.50mg
김치만두,콜레스테롤,237.50mg
두부스테이크,베타카로틴,177.51㎍
두부스테이크,니아신,0.96mg
두부스테이크,나트륨,117.92mg
두부스테이크,단백질,7.51g
두부스테이크,당질,19.80g
두부스테이크,레티놀,2.86㎍
두부스테이크,비타민 A,32.45㎍RE
두부스테이크,비타민 B,60.13mg
두부스테이크,비타민 C,13.98mg
두부스테이크,비타민 E,9.95mg
두부스테이크,식이섬유,2.36g
두부스테이크,아연,0.79mg
두부스테이크,엽산,22.40㎍
두부스테이크,인,95.05mg
두부스테이크,지질,12.22g
두부스테이크,철분,2.47mg
두부스테이크,칼륨,105.36mg
두부스테이크,칼슘,143.61mg
두부스테이크,콜레스테롤,1.21mg
낙지연포탕,베타카로틴,"2,561.05㎍"
낙지연포탕,니아신,15.55mg
낙지연포탕,나트륨,"3,392.85mg"
낙지연포탕,단백질,114.24g
낙지연포탕,당질,9.84g
낙지연포탕,레티놀,0.00㎍
낙지연포탕,비타민 A,427.05㎍RE
낙지연포탕,비타민 B,61.09mg
낙지연포탕,비타민 C,72.85mg
낙지연포탕,비타민 E,27.42mg
낙지연포탕,식이섬유,6.34g
낙지연포탕,아연,16.34mg
낙지연포탕,엽산,180.76㎍
낙지연포탕,인,"1,355.05mg"
낙지연포탕,지질,5.69g
낙지연포탕,철분,8.27mg
낙지연포탕,칼륨,"2,169.00mg"
낙지연포탕,칼슘,206.10mg
낙지연포탕,콜레스테롤,"1,040.00mg"
가지무침,베타카로틴,393.64㎍
가지무침,니아신,1.63mg
가지무침,나트륨,"2,898.15mg"
가지무침,단백질,6.21g
가지무침,당질,10.33g
가지무침,레티놀,0.00㎍
가지무침,비타민 A,65.80㎍RE
가지무침,비타민 B,60.35mg
가지무침,비타민 C,14.74mg
가지무침,비타민 E,5.86mg
가지무침,식이섬유,5.57g
가지무침,아연,1.02mg
가지무침,엽산,26.74㎍
가지무침,인,182.02mg
가지무침,지질,22.13g
가지무침,철분,3.45mg
가지무침,칼륨,467.23mg
가지무침,칼슘,196.13mg
가지무침,콜레스테롤,0.00mg
굴무침,베타카로틴,"1,746.76㎍"
굴무침,니아신,5.17mg
굴무침,나트륨,596.82mg
굴무침,단백질,20.42g
굴무침,당질,15.21g
굴무침,레티놀,24.00㎍
굴무침,비타민 A,314.60㎍RE
굴무침,비타민 B,60.32mg
굴무침,비타민 C,19.00mg
굴무침,비타민 E,3.35mg
굴무침,식이섬유,4.99g
굴무침,아연,8.35mg
굴무침,엽산,32.73㎍
굴무침,인,313.76mg
굴무침,지질,5.76g
굴무침,철분,9.57mg
굴무침,칼륨,861.16mg
굴무침,칼슘,153.78mg
굴무침,콜레스테롤,190.00mg
약과,베타카로틴,0.12㎍
약과,니아신,18.40mg
약과,나트륨,58.00mg
약과,단백질,165.44g
약과,당질,"1,433.27g"
약과,레티놀,0.00㎍
약과,비타민 A,0.02㎍RE
약과,비타민 B,62.04mg
약과,비타민 C,2.86mg
약과,비타민 E,161.06mg
약과,식이섬유,47.58g
약과,아연,11.78mg
약과,엽산,428.60㎍
약과,인,"1,393.56mg"
약과,지질,198.19g
약과,철분,14.35mg
약과,칼륨,"1,906.55mg"
약과,칼슘,344.84mg
약과,콜레스테롤,0.00mg
감자샐러드,베타카로틴,"1,548.84㎍"
감자샐러드,니아신,2.71mg
감자샐러드,나트륨,"1,437.22mg"
감자샐러드,단백질,12.69g
감자샐러드,당질,31.69g
감자샐러드,레티놀,76.50㎍
감자샐러드,비타민 A,344.70㎍RE
감자샐러드,비타민 B,60.65mg
감자샐러드,비타민 C,42.12mg
감자샐러드,비타민 E,5.37mg
감자샐러드,식이섬유,3.96g
감자샐러드,아연,1.49mg
감자샐러드,엽산,32.02㎍
감자샐러드,인,222.76mg
감자샐러드,지질,34.52g
감자샐러드,철분,3.33mg
감자샐러드,칼륨,914.48mg
감자샐러드,칼슘,85.08mg
감자샐러드,콜레스테롤,277.02mg
떡국,베타카로틴,155.36㎍
떡국,니아신,17.50mg
떡국,나트륨,"4,925.16mg"
떡국,단백질,58.70g
떡국,당질,356.93g
떡국,레티놀,17.00㎍
떡국,비타민 A,42.92㎍RE
떡국,비타민 B,62.39mg
떡국,비타민 C,7.28mg
떡국,비타민 E,1.42mg
떡국,식이섬유,8.66g
떡국,아연,5.10mg
떡국,엽산,16.30㎍
떡국,인,592.53mg
떡국,지질,16.77g
떡국,철분,6.21mg
떡국,칼륨,661.82mg
떡국,칼슘,61.63mg
떡국,콜레스테롤,51.65mg
훈제연어샐러드,베타카로틴,192.00㎍
훈제연어샐러드,니아신,47.43mg
훈제연어샐러드,나트륨,683.20mg
훈제연어샐러드,단백질,126.13g
훈제연어샐러드,당질,14.28g
훈제연어샐러드,레티놀,336.00㎍
훈제연어샐러드,비타민 A,368.30㎍RE
훈제연어샐러드,비타민 B,62.57mg
훈제연어샐러드,비타민 C,25.80mg
훈제연어샐러드,비타민 E,10.31mg
훈제연어샐러드,식이섬유,3.58g
훈제연어샐러드,아연,4.52mg
훈제연어샐러드,엽산,144.93㎍
훈제연어샐러드,인,"1,328.10mg"
훈제연어샐러드,지질,49.05g
훈제연어샐러드,철분,8.66mg
훈제연어샐러드,칼륨,"2,239.70mg"
훈제연어샐러드,칼슘,195.70mg
훈제연어샐러드,콜레스테롤,360.50mg
쇠고기 쌀국수,베타카로틴,95.93㎍
쇠고기 쌀국수,니아신,33.63mg
쇠고기 쌀국수,나트륨,377.69mg
쇠고기 쌀국수,단백질,171.18g
쇠고기 쌀국수,당질,314.77g
쇠고기 쌀국수,레티놀,58.80㎍
쇠고기 쌀국수,비타민 A,75.52㎍RE
쇠고기 쌀국수,비타민 B,61.82mg
쇠고기 쌀국수,비타민 C,51.70mg
쇠고기 쌀국수,비타민 E,3.38mg
쇠고기 쌀국수,식이섬유,13.85g
쇠고기 쌀국수,아연,25.47mg
쇠고기 쌀국수,엽산,147.06㎍
쇠고기 쌀국수,인,"1,562.32mg"
쇠고기 쌀국수,지질,265.55g
쇠고기 쌀국수,철분,21.65mg
쇠고기 쌀국수,칼륨,"1,991.72mg"
쇠고기 쌀국수,칼슘,242.56mg
쇠고기 쌀국수,콜레스테롤,255.30mg
굴전,베타카로틴,35.50㎍
굴전,니아신,3.48mg
굴전,나트륨,"2,739.38mg"
굴전,단백질,21.83g
굴전,당질,39.80g
굴전,레티놀,130.50㎍
굴전,비타민 A,136.58㎍RE
굴전,비타민 B,60.17mg
굴전,비타민 C,3.42mg
굴전,비타민 E,15.01mg
