음식이름,주재료,부재료
매운고추돼지갈비찜,,후춧가루
매운고추돼지갈비찜,,다시마
돼지고기김치찜,배추김치,물
돼지고기김치찜,돼지고기,청주
돼지고기김치찜,김치국물,대파
돼지고기김치찜,,마늘
돼지고기김치찜,,참기름
돼지고기김치찜,,후추
치즈계란말이,달걀,소금
치즈계란말이,체더치즈,식용유
치즈계란말이,,마요네즈
치즈계란말이,,토마토케첩
발사믹드레싱,발사믹식초,올리브유
발사믹드레싱,,양파
발사믹드레싱,,마늘
발사믹드레싱,,레몬즙
발사믹드레싱,,파슬리
발사믹드레싱,,소금
발사믹드레싱,,꿀
우엉 간장조림,우엉,물
우엉 간장조림,식초,간장
우엉 간장조림,참기름,설탕
우엉 간장조림,검은깨,청주
우엉 간장조림,,물엿
고기만두,쇠고기,달걀
고기만두,두부,대파
고기만두,숙주나물,마늘
고기만두,당면,후춧가루
고기만두,돼지고기,참기름
고기만두,만두피,소금
고기만두,애호박,깨소금
고기만두,양파,
콩나물볶음,콩나물,마늘
콩나물볶음,조갯살,소금
콩나물볶음,,참기름
콩나물볶음,,통깨
콩나물볶음,,청주
콩나물볶음,,식용유
고추장,고춧가루,소금
고추장,메줏가루,조청
고추장,찹쌀가루,밀가루
고추장,,보리가루
고추장,,보리도
비빔국수양념,고추장,마늘
비빔국수양념,,설탕
비빔국수양념,,참기름
비빔국수양념,,식초
비빔국수양념,,진간장
비빔국수양념,,대파
더덕구이양념,고추장,물엿
더덕구이양념,,마늘
더덕구이양념,,대파
코다리 양념구이,코다리,고추장
코다리 양념구이,실파,파
코다리 양념구이,,마늘
코다리 양념구이,,고춧가루
코다리 양념구이,,맛술
코다리 양념구이,,간장
코다리 양념구이,,설탕
코다리 양념구이,,물엿
코다리 양념구이,,생강
아귀찜,아귀,미더덕
아귀찜,콩나물,미나리
아귀찜,,대파
아귀찜,,양념
아귀찜,,생강즙
아귀찜,,고춧가루
아귀찜,,간장
아귀찜,,청주
아귀찜,,소금
아귀찜,,간장
아귀찜,,녹말물
아귀찜,,멸치국물
아귀찜,,깨
아귀찜,,된장
마른오징어조림,오징어,조림장
마른오징어조림,청주,고추장
마른오징어조림,맛술,물엿
마른오징어조림,,오징어
마른오징어조림,,마늘
마른오징어조림,,참기름
마른오징어조림,,검은깨
쇠고기김치볶음밥,김치,쇠고기
쇠고기김치볶음밥,밥,양파
쇠고기김치볶음밥,,당근
쇠고기김치볶음밥,,올리브유
쇠고기김치볶음밥,,달걀
쇠고기김치볶음밥,,참기름
쇠고기김치볶음밥,,후추
쇠고기김치볶음밥,,소금
쇠고기김치볶음밥,,설탕
쇠고기김치볶음밥,,참치
오므라이스,달걀,쇠고기
오므라이스,밥,양파
오므라이스,,청피망
오므라이스,,당근
오므라이스,,마늘
오므라이스,,소금
오므라이스,,후춧가루
오므라이스,,우스터소스
오므라이스,,소스
오므라이스,,토마토케첩
오므라이스,,올리고당
오므라이스,,버터
오므라이스,,밀가루
오므라이스,,소금
오므라이스,,후춧가루
오므라이스,,물
멸치볶음,가는멸치,올리브오일
멸치볶음,,간장
멸치볶음,,마늘
멸치볶음,,청주
멸치볶음,,물엿
멸치볶음,,통깨
멸치볶음,,설탕
버섯불고기 전골,쇠고기,진간장
버섯불고기 전골,느타리,청주
버섯불고기 전골,팽이버섯,참기름
버섯불고기 전골,양송이,마늘
버섯불고기 전골,표고버섯,설탕
버섯불고기 전골,배추,소금
버섯불고기 전골,쑥갓,후춧가루
버섯불고기 전골,대파,
버섯불고기 전골,홍고추,
버섯불고기 전골,멸치육수,
버섯불고기 전골,국간장,
버섯불고기 전골,소금,
버섯불고기 전골,후춧가루,
김치감자탕,돼지등뼈,삶는
김치감자탕,배추김치,월계수잎
김치감자탕,,마늘
김치감자탕,,후추
김치감자탕,,감자
김치감자탕,,대파
김치감자탕,,깻잎
김치감자탕,,들깻가루
김치감자탕,,다대기
김치감자탕,,고춧가루
김치감자탕,,마늘
김치감자탕,,생강
굴국밥,굴,무
굴국밥,밥,두부
굴국밥,,부추
굴국밥,,대파
굴국밥,,마늘
굴국밥,,팽이버섯
굴국밥,,멸치국물
굴국밥,,천일염
굴국밥,,새우젓
쇠고기장조림,쇠고기,물
쇠고기장조림,,마늘
쇠고기장조림,,생강
쇠고기장조림,,간장
쇠고기장조림,,설탕
쇠고기장조림,,청주
마카롱,아몬드가루,달걀흰자
마카롱,,슈가파우더
마카롱,,설탕
마카롱,,생크림
마카롱,,화이트초콜릿
모둠버섯볶음과 닭가슴살구이,닭가슴살,양송이버섯
모둠버섯볶음과 닭가슴살구이,소금,생표고버섯
모둠버섯볶음과 닭가슴살구이,후춧가루,느타리버섯
모둠버섯볶음과 닭가슴살구이,버터,애느타리버섯
모둠버섯볶음과 닭가슴살구이,청경채,양파
모둠버섯볶음과 닭가슴살구이,,고추
모둠버섯볶음과 닭가슴살구이,,마늘
모둠버섯볶음과 닭가슴살구이,,간장
모둠버섯볶음과 닭가슴살구이,,설탕
모둠버섯볶음과 닭가슴살구이,,굴소스
모둠버섯볶음과 닭가슴살구이,,참기름
모둠버섯볶음과 닭가슴살구이,,식용유
모둠버섯볶음과 닭가슴살구이,,청주
모둠버섯볶음과 닭가슴살구이,,소금
모둠버섯볶음과 닭가슴살구이,,후춧가루
고사리 나물,고사리,간장
고사리 나물,파,참기름
고사리 나물,마늘,깨소금
고사리 나물,육수,
고사리 나물,식용유,
고구마 맛탕,고구마,설탕
고구마 맛탕,녹말가루,물
고구마 맛탕,검은깨,물엿
고구마 맛탕,식용유,식용유
고구마 맛탕,,간장
강정,보리밥,깨
강정,해바라기씨,아몬드
강정,,물엿
강정,,설탕
강정,,현미유
강정,,식용유
땅콩조림,땅콩,물
땅콩조림,,조림
땅콩조림,,물엿
땅콩조림,,설탕
땅콩조림,,마늘
땅콩조림,,대파
땅콩조림,,참기름
땅콩조림,,통깨
간장떡볶이,떡볶이떡,당근
간장떡볶이,어묵,양파
간장떡볶이,,대파
간장떡볶이,,식용유
간장떡볶이,,간장
간장떡볶이,,설탕
간장떡볶이,,마늘
간장떡볶이,,물
간장떡볶이,,후춧가루
간장떡볶이,,참기름
계란죽,달걀,소금
계란죽,쌀,대파
계란죽,물,김
계란죽,,깨소금
계란죽,,참기름
돼지불고기,돼지고기,양파
돼지불고기,,풋고추
돼지불고기,,당근
돼지불고기,,대파
돼지불고기,,청주
돼지불고기,,후추
돼지불고기,,양념
돼지불고기,,설탕
돼지불고기,,마늘
돼지불고기,,생강
돼지불고기,,참기름
돼지불고기,,깨
돼지불고기,,식용유
경장육사,돼지등심살,죽순통조림
경장육사,춘장,대파
경장육사,,달걀
경장육사,,식용유
경장육사,,설탕
경장육사,,굴소스
경장육사,,청주
경장육사,,진간장
경장육사,,녹말가루
경장육사,,참기름
경장육사,,깐마늘
경장육사,,생강
경장육사,,물
찹스테이크,쇠고기,양송이버섯
찹스테이크,,양파
찹스테이크,,피망
찹스테이크,,피망
찹스테이크,,마늘
찹스테이크,,올리브유
찹스테이크,,소스
찹스테이크,,토마토케첩
찹스테이크,,겨자
찹스테이크,,소금
찹스테이크,,후춧가루
연어 덮밥,밥,소금
연어 덮밥,연어,후춧가루
연어 덮밥,마늘,
연어 덮밥,생강,물
연어 덮밥,브로콜리,양파
연어 덮밥,양파,설탕
연어 덮밥,,올리고당
연어 덮밥,,청주
연어 덮밥,,
연어 덮밥,,
코다리매운조림,코다리,다시마
코다리매운조림,양파,참치액
코다리매운조림,홍고추,참기름
코다리매운조림,,고추장
코다리매운조림,,파
코다리매운조림,,청주
코다리매운조림,,마늘
코다리매운조림,,생강
코다리매운조림,,깨소금
코다리매운조림,,소금
코다리매운조림,,후춧가루
미역줄기볶음,염장,양파
미역줄기볶음,,당근
미역줄기볶음,,마늘
미역줄기볶음,,홍고추
미역줄기볶음,,식용유
미역줄기볶음,,물
미역줄기볶음,,소금
미역줄기볶음,,통깨
굴 무침,생굴,고춧가루
굴 무침,고추,간장
굴 무침,배,마늘
굴 무침,실파,참기름
굴 무침,,통깨
황태국,황태,고추
황태국,무,참기름
황태국,,대파
황태국,,마늘
황태국,,새우젓
황태국,,물
양미리 조림,양미리,국간장
양미리 조림,무,고춧가루
양미리 조림,대파,마늘
양미리 조림,고추,생강
양미리 조림,풋고추,
양미리 조림,물,
양미리 조림,소금,
닭간장조림,닭고기,밑간
닭간장조림,,후추
닭간장조림,,식용유
닭간장조림,,양념
닭간장조림,,간장
닭간장조림,,설탕
닭간장조림,,마늘즙
닭간장조림,,생강즙
닭간장조림,,깨
느타리버섯볶음,느타리버섯,대파
느타리버섯볶음,당근,식용유
느타리버섯볶음,양파,마늘
느타리버섯볶음,풋고추,참기름
느타리버섯볶음,,깨소금
느타리버섯볶음,,후춧가루
말린취나물볶음,취나물,파
말린취나물볶음,,국간장
말린취나물볶음,,참기름
말린취나물볶음,,식용유
말린취나물볶음,,마늘
말린취나물볶음,,깨소금
말린취나물볶음,,통깨
말린취나물볶음,,실고추
명란젓,명란,소금
명란젓,,고춧가루
명란젓,,마늘
부추건파래무침,부추,쪽파
부추건파래무침,건파래,실고추
부추건파래무침,,간장
부추건파래무침,,참치액
부추건파래무침,,물엿
부추건파래무침,,통깨
부추건파래무침,,마늘
부추건파래무침,,참기름
부추건파래무침,,소금
봄동 겉절이,봄동,피시소스
봄동 겉절이,소금,고춧가루
봄동 겉절이,홍고추,사과즙
봄동 겉절이,참기름,마늘
봄동 겉절이,깨,물엿
봄동 겉절이,,설탕
봄동 겉절이,,식초
멍게 비빔밥,멍게,고추장
멍게 비빔밥,밥,매실청
멍게 비빔밥,상추,감식초
멍게 비빔밥,깻잎,물엿
멍게 비빔밥,달래,통깨
멍게 비빔밥,무순,밥
멍게 비빔밥,조미김,
멍게 비빔밥,어린잎,
카레볶음밥,카레가루,식용유
카레볶음밥,양파,
카레볶음밥,당근,
카레볶음밥,완두콩,
카레볶음밥,밥,
고추잡채,청피망,통조림
고추잡채,돼지고기,표고버섯
고추잡채,고추기름,달걀
고추잡채,,녹말가루
고추잡채,,양파
고추잡채,,청주
고추잡채,,간장
고추잡채,,굴소스
고추잡채,,참기름
고추잡채,,후춧가루
시금치된장국,시금치,물
시금치된장국,된장,재래간장
시금치된장국,,국물용멸치
시금치된장국,,다시마
시금치된장국,,마늘
시금치된장국,,대파
시금치된장국,,고춧가루
미역초무침,미역,통깨
미역초무침,무,설탕
미역초무침,오이,소금
오이피클,오이,물
오이피클,무,식초
오이피클,브로콜리,설탕
오이피클,적채,소금
오이피클,월계수잎,
오이피클,로즈메리,
오이피클,통후추,
팬케이크,밀가루,설탕
팬케이크,달걀,꿀
팬케이크,우유,소금
팬케이크,,버터
연근샐러드,연근,초콩
연근샐러드,사과,마요네즈
연근샐러드,비타민,꿀
연근샐러드,,소금
김치볶음,배추김치,식용유
김치볶음,,대파
김치볶음,,참기름
김치볶음,,마늘
김치볶음,,설탕
야채볶음밥,밥,청주
야채볶음밥,애호박,대파
야채볶음밥,당근,굴소스
야채볶음밥,양파,식용유
야채볶음밥,달걀,소금
야채볶음밥,,후춧가루
감자조림,감자,당근
감자조림,,양파
감자조림,,깨
감자조림,,양념
감자조림,,물엿
감자조림,,마늘
감자조림,,식용유
감자조림,,물
무콩나물밥과 달래장,무,호두
무콩나물밥과 달래장,콩나물,쌀
무콩나물밥과 달래장,,물
무콩나물밥과 달래장,,흑설탕
무콩나물밥과 달래장,,소금
무콩나물밥과 달래장,,달래
무콩나물밥과 달래장,,간장
무콩나물밥과 달래장,,물
무콩나물밥과 달래장,,참치액
무콩나물밥과 달래장,,마늘
무콩나물밥과 달래장,,고춧가루
무콩나물밥과 달래장,,실파
무콩나물밥과 달래장,,깨소금
무콩나물밥과 달래장,,참기름
돼지고기장조림,돼지고기,생강
돼지고기장조림,,간장
돼지고기장조림,,물
돼지고기장조림,,설탕
돼지고기장조림,,청주
전복죽,쌀,물
전복죽,전복,참기름
전복죽,,소금
볶음쌀국수,쌀국수면,볶음
볶음쌀국수,양배추,청주
볶음쌀국수,숙주나물,맛술
볶음쌀국수,샐러리,피시소스
볶음쌀국수,당근,다시마국물
볶음쌀국수,대파,식용유
볶음쌀국수,새우,마늘
볶음쌀국수,,고춧가루
김치제육볶음,돼지고기,청양고추
김치제육볶음,배추김치,홍고추
김치제육볶음,,양파
김치제육볶음,,대파
김치제육볶음,,양념장
김치제육볶음,,생강
김치제육볶음,,고춧가루
김치제육볶음,,간장
김치제육볶음,,청주
김치제육볶음,,설탕
김치제육볶음,,깨소금
김치제육볶음,,후춧가루
김치제육볶음,,식용유
김치제육볶음,,참기름
고춧잎 무말랭이무침,무말랭이,간장
고춧잎 무말랭이무침,고춧잎,설탕
고춧잎 무말랭이무침,,맛
고춧잎 무말랭이무침,,고춧가루
